,ID,NL,MR,MONOTONIC,ALIGNMENT
227,227,was sind die groessten staedte in dem groessten staat,answer(major(city(loc_2(largest(state(all)))))),1,"('was', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('groessten', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('dem', 'ε'), ('groessten', 'largest'), ('staat', 'state(all)')"
228,228,welches sind die groessten staedte im kleinsten staat der usa,answer(major(city(loc_2(smallest(state(loc_2(countryid(usa)))))))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('groessten', 'major'), ('staedte', 'city'), ('im', 'loc_2'), ('kleinsten', 'smallest'), ('staat', 'state'), ('der', 'loc_2'), ('usa', 'countryid(usa)')"
229,229,wie lauten die wichtigsten staedte in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('wichtigsten', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
230,230,wie lauten die wichtigsten staedte in den vereinigten staaten durch welche der wichtigste fluss in state_name verlaeuft,answer(major(city(loc_2(state(traverse_1(major(river(loc_2(stateid(state_name)))))))))),1,"('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('wichtigsten', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('vereinigten', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('welche', 'ε'), ('der', 'ε'), ('wichtigste', 'major'), ('fluss', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('verlaeuft', 'ε')"
231,231,wie lauten die wichtigen staedte der usa,answer(major(city(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('wichtigen', 'major'), ('staedte', 'city'), ('der', 'loc_2'), ('usa', 'countryid(usa)')"
232,232,welches sind grosse staedte in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('sind', 'ε'), ('grosse', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
233,233,wie lauten die wichtigsten staedte in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('wichtigsten', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
234,234,welches sind die wesentlichen staedte in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('wesentlichen', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
235,235,welches sind die groessten staedte der usa,answer(major(city(loc_2(countryid(usa))))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('groessten', 'major'), ('staedte', 'city'), ('der', 'loc_2'), ('usa', 'countryid(usa)')"
236,236,wie lauten die wichtigsten staedte der vereinigten staaten,answer(major(city(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('wichtigsten', 'major'), ('staedte', 'city'), ('der', 'loc_2'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')"
237,237,wie lauten die wichtigsten seen in den usa,answer(major(lake(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('wichtigsten', 'major'), ('seen', 'lake'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
238,238,wie lauten die wichtigsten fluesse in state_name,answer(major(river(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('wichtigsten', 'major'), ('fluesse', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
239,239,welches sind die haupt fluesse in den usa,answer(major(river(loc_2(countryid(usa))))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('haupt', 'major'), ('fluesse', 'river'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
240,240,welches sind die namen grosser staedte in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('namen', 'ε'), ('grosser', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
241,241,welches sind die nachbarstaaten von state_name,answer(state(next_to_2(stateid(state_name)))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('nachbarstaaten', 'state'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
242,242,welches sind die bevoelkerungsdichten der us staaten,answer(density_1(state(all))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungsdichten', 'density_1'), ('der', 'ε'), ('us', 'ε'), ('staaten', 'state(all)')"
243,243,welches ist die einwohnerzahl von state_name,answer(population_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'population_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
244,244,wie gross sind die bevoelkerungen aller wichtigen staedte in state_name,answer(population_1(major(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('gross', 'ε'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'population_1'), ('aller', 'ε'), ('wichtigen', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
245,245,wie hoch ist die bevoelkerung der staaten durch welche der river_name fluss verlaeuft,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('wie', 'answer'), ('hoch', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('der', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('welche', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fluss', 'ε'), ('verlaeuft', 'ε')"
246,246,was sind die bevoelkerungen der staaten durch denen die river_name fluss fliesst,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('was', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'population_1'), ('der', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('denen', 'ε'), ('die', 'ε'), ('river_name', 'riverid(river_name)'), ('fluss', 'ε'), ('fliesst', 'ε')"
247,247,was sind die bevoelkerungen der staaten durch deren den river_name fliesst,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('was', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'population_1'), ('der', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('deren', 'ε'), ('den', 'ε'), ('river_name', 'riverid(river_name)'), ('fliesst', 'ε')"
248,248,was sind die bevoelkerungen der staaten durch deren den river_name fliesst,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('was', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'population_1'), ('der', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('deren', 'ε'), ('den', 'ε'), ('river_name', 'riverid(river_name)'), ('fliesst', 'ε')"
249,249,wie gross sind die bevoelkerungen der staaten welche an state_name grenzen,answer(population_1(state(next_to_2(stateid(state_name))))),1,"('wie', 'answer'), ('gross', 'population_1'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'ε'), ('der', 'ε'), ('staaten', 'state'), ('welche', 'next_to_2'), ('an', 'ε'), ('state_name', 'stateid(state_name)'), ('grenzen', 'ε')"
250,250,welches sind die einwohnerzahlen der grossen staedte in state_name,answer(population_1(major(city(loc_2(stateid(state_name)))))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('einwohnerzahlen', 'population_1'), ('der', 'ε'), ('grossen', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
251,251,wie gross ist die bevoelkerungszahl der staaten durch die der river_name fliesst,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('der', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('die', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fliesst', 'ε')"
252,252,wie gross sind die bevoelkerungen der staaten durch welche der river_name verlaeuft,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('wie', 'answer'), ('gross', 'ε'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'population_1'), ('der', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('welche', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('verlaeuft', 'ε')"
253,253,wie gross sind die bevoelkerungen der staaten durch die der river_name fliesst,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('wie', 'answer'), ('gross', 'ε'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'population_1'), ('der', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('die', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fliesst', 'ε')"
254,254,wie gross sind die bevoelkerungen in den staaten durch welche der river_name fluss verlaeuft,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('wie', 'answer'), ('gross', 'ε'), ('sind', 'ε'), ('die', 'ε'), ('bevoelkerungen', 'population_1'), ('in', 'ε'), ('den', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('welche', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fluss', 'ε'), ('verlaeuft', 'ε')"
255,255,welches sind die fluesse in state_name,answer(river(loc_2(stateid(state_name)))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('fluesse', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
256,256,welches sind die fluesse im staate state_name,answer(river(loc_2(stateid(state_name)))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('fluesse', 'river'), ('im', 'loc_2'), ('staate', 'ε'), ('state_name', 'stateid(state_name)')"
257,257,welche fluesse gibt es in state_name,answer(river(loc_2(stateid(state_name)))),1,"('welche', 'answer'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
258,258,welche sind die fluesse state_name,answer(river(loc_2(stateid(state_name)))),1,"('welche', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('fluesse', 'river'), ('ε', 'loc_2'), ('state_name', 'stateid(state_name)')"
259,259,welche staaten gibt es,answer(state(all)),1,"('welche', 'answer'), ('staaten', 'state(all)'), ('gibt', 'ε'), ('es', 'ε')"
260,260,welche staaten grenzen an den hoechstbevoelkertsten staat,answer(state(next_to_2(largest_one(population_1(state(all)))))),1,"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('hoechstbevoelkertsten', 'largest_one'), ('ε', 'population_1'), ('staat', 'state(all)')"
261,261,welches sind die staaten durch die der river_name fliesst,answer(state(traverse_1(riverid(river_name)))),1,"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('die', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fliesst', 'ε')"
262,262,welche staaten durchquert der laengste fluss,answer(state(traverse_1(longest(river(all))))),1,"('welche', 'answer'), ('staaten', 'state'), ('durchquert', 'traverse_1'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river(all)')"
263,263,was koennen sie mir zur bevoelkerung state_name sagen,answer(population_1(stateid(state_name))),1,"('was', 'answer'), ('koennen', 'ε'), ('sie', 'ε'), ('mir', 'ε'), ('zur', 'ε'), ('bevoelkerung', 'population_1'), ('state_name', 'stateid(state_name)'), ('sagen', 'ε')"
264,264,was ist die groesste hauptstadt nach bevoelkerung,answer(largest_one(population_1(capital(all)))),0,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('hauptstadt', 'capital(all)'), ('nach', 'ε'), ('bevoelkerung', 'population_1')"
265,265,welche hauptstadt ist die groesse in den usa,answer(largest(capital(loc_2(countryid(usa))))),0,"('welche', 'answer'), ('hauptstadt', 'capital'), ('ist', 'ε'), ('die', 'ε'), ('groesse', 'largest'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
266,266,welche staedte befinden sich in state_name,answer(city(loc_2(stateid(state_name)))),1,"('welche', 'answer'), ('staedte', 'city'), ('befinden', 'ε'), ('sich', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
267,267,welche staedte in state_name,answer(city(loc_2(stateid(state_name)))),1,"('welche', 'answer'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
268,268,welche staedte in state_name die groesste bevoelkerung,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('welche', 'answer'), ('staedte', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')"
269,269,welche stadt in state_name hat die groesste bevoelkerung,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('welche', 'answer'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')"
270,270,welche stadt hat die groesste bevoelkerung,answer(largest_one(population_1(city(all)))),0,"('welche', 'answer'), ('stadt', 'city(all)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')"
271,271,welche stadt hat die kleinste bevoelkerung,answer(smallest_one(population_1(city(all)))),0,"('welche', 'answer'), ('stadt', 'city(all)'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('bevoelkerung', 'population_1')"
272,272,welche stadt hat die meisten leute,answer(largest_one(population_1(city(all)))),0,"('welche', 'answer'), ('stadt', 'city(all)'), ('hat', 'ε'), ('die', 'ε'), ('meisten', 'largest_one'), ('leute', 'population_1')"
273,273,welche us stadt hat ide hoechste bevoelkerungsdichte,answer(largest_one(density_1(city(loc_2(countryid(usa)))))),0,"('welche', 'answer'), ('us', 'countryid(usa)'), ('stadt', 'city'), ('hat', 'ε'), ('ide', 'loc_2'), ('hoechste', 'largest_one'), ('bevoelkerungsdichte', 'density_1')"
274,274,wie lautet die hauptstadt von state_name,answer(capital(loc_2(stateid(state_name)))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
275,275,welches ist die hauptstadt des staates mit dem tiefstgelegenen punkt,answer(capital(loc_2(state(loc_1(lowest(place(all))))))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('loc_2', 'loc_2'), ('mit', 'loc_1'), ('dem', 'ε'), ('tiefstgelegenen', 'lowest'), ('punkt', 'place(all)')"
276,276,wie lautet die groesste hauptstadt,answer(largest(capital(all))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('hauptstadt', 'capital(all)')"
277,277,welcher staat grenzt an state_name,answer(state(next_to_2(stateid(state_name)))),1,"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('an', 'ε'), ('state_name', 'stateid(state_name)')"
278,278,welches ist die flaechenausdehnung von state_name,answer(area_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaechenausdehnung', 'area_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
279,279,wie lautet die gesamte bevoelkerung aller staaten,answer(sum(area_1(state(all)))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('gesamte', 'sum'), ('bevoelkerung', 'area_1'), ('aller', 'ε'), ('staaten', 'state(all)')"
280,280,welche flaechenausdehnung hat state_name,answer(area_1(stateid(state_name))),1,"('welche', 'answer'), ('flaechenausdehnung', 'area_1'), ('hat', 'ε'), ('state_name', 'stateid(state_name)')"
281,281,wie gross ist die flaeche von state_name,answer(area_1(stateid(state_name))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
282,282,welche flaeche hat state_name,answer(area_1(stateid(state_name))),1,"('welche', 'answer'), ('flaeche', 'area_1'), ('hat', 'ε'), ('state_name', 'stateid(state_name)')"
283,283,wie gross ist die flaeche von state_name,answer(area_1(stateid(state_name))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
284,284,wie gross ist die flaeche von state_name in quadratkilometer,answer(area_1(stateid(state_name))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)'), ('in', 'ε'), ('quadratkilometer', 'ε')"
285,285,was ist die flaeche state_name,answer(area_1(stateid(state_name))),1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('state_name', 'stateid(state_name)')"
286,286,welches ist die flaechenausdehnung von state_name,answer(area_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaechenausdehnung', 'area_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
287,287,was ist die flaeche city_name,"answer(area_1(cityid(city_name, _)))",1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('city_name', 'cityid(city_name, _)')"
288,288,welches ist die flaeche von state_name,answer(area_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
289,289,wie gross ist die flaeche von state_name,answer(area_1(stateid(state_name))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
290,290,welches ist die flaeche des groessten staates,answer(area_1(largest(state(all)))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('staates', 'state(all)')"
291,291,was ist die flaeche des kleinsten staates,answer(area_1(smallest(state(all)))),1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('staates', 'state(all)')"
292,292,wie gross ist die flaeche des staates mit der hauptstadt city_name,"answer(area_1(state(loc_1(capital(cityid(city_name, _))))))",1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('mit', 'loc_1'), ('der', 'ε'), ('hauptstadt', 'capital'), ('city_name', 'cityid(city_name, _)')"
293,293,wie gross ist die flaeche von dem staat mit der niedrigsten bevoelkerungsdichte,answer(area_1(smallest_one(density_1(state(all))))),0,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('dem', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('niedrigsten', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')"
294,294,wie gross ist die gesamte flaeche der usa,answer(area_1(state(all))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('gesamte', 'ε'), ('flaeche', 'area_1'), ('der', 'ε'), ('usa', 'state(all)')"
295,295,welches ist die flaeche der staates state_name,answer(area_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('der', 'ε'), ('staates', 'ε'), ('state_name', 'stateid(state_name)')"
296,296,welches ist die flaeche von state_name,answer(area_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
297,297,was ist die durchschnittliche bevoelkerung fuer die usa pro staat,answer(density_1(countryid(usa))),1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('durchschnittliche', 'ε'), ('bevoelkerung', 'density_1'), ('fuer', 'ε'), ('die', 'ε'), ('usa', 'countryid(usa)'), ('pro', 'ε'), ('staat', 'ε')"
298,298,welches ist die durchschnittliche bevoelkerungsdichte in state_name,answer(density_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('durchschnittliche', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
299,299,wie gross ist die durchschnittliche bevoelkerung pro quadratkilometer in den vereinigten staaten,answer(density_1(countryid(usa))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('durchschnittliche', 'ε'), ('bevoelkerung', 'density_1'), ('pro', 'ε'), ('quadratkilometer', 'ε'), ('in', 'ε'), ('den', 'ε'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')"
300,300,wie lautet die groesste amerikanische stadt in einem staat mit einem fluss,answer(largest(city(loc_2(state(loc_1(river(all))))))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('amerikanische', 'ε'), ('stadt', 'city'), ('in', 'loc_2'), ('einem', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('einem', 'ε'), ('fluss', 'river(all)')"
301,301,welches ist die groesste hauptstadt in den usa,answer(largest(capital(city(loc_2(countryid(usa)))))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('hauptstadt', 'capital'), ('ε', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
302,302,wie lautet die groesste stadt in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
303,303,was ist die groesste stadt state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('ε', 'loc_2'), ('state_name', 'stateid(state_name)')"
304,304,wie lautet die groesste stadt von state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
305,305,welches ist die groesste stadt in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
306,306,welches ist die groesste stadt in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
307,307,welches ist die groesste stadt in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
308,308,wie lautet die groesste stadt in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
309,309,was ist die groesste stadt in dem kleinsten staat,answer(largest(city(loc_2(smallest(state(all)))))),1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('dem', 'ε'), ('kleinsten', 'smallest'), ('staat', 'state(all)')"
310,310,welches ist die groesste stadt der usa,answer(largest(city(loc_2(countryid(usa))))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('der', 'loc_2'), ('usa', 'countryid(usa)')"
311,311,was ist die groesste stadt in den usa,answer(largest(city(loc_2(countryid(usa))))),1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
312,312,welcher ist die groesste stadt der usa,answer(largest(city(loc_2(countryid(usa))))),1,"('welcher', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('der', 'loc_2'), ('usa', 'countryid(usa)')"
313,313,welches ist die groesste stadt in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
314,314,welches ist der groesste fluss in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('groesste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
315,315,wie lautet der groesste staat,answer(largest(state(all))),1,"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state(all)')"
316,316,welches ist der groesste staat auf dem us festland,answer(largest(state(loc_2(countryid(usa))))),1,"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state'), ('auf', 'loc_2'), ('dem', 'ε'), ('us', 'countryid(usa)'), ('festland', 'ε')"
317,317,wie lautet der groesste staat in den usa,answer(largest(state(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
318,318,wie lautet die hauptstadt des groessten staates in den usa,answer(capital(city(loc_2(largest(state(loc_2(countryid(usa)))))))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('ε', 'city'), ('loc_2', 'loc_2'), ('staates', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
319,319,wie lautet die hauptstadt von state_name,answer(capital(loc_2(stateid(state_name)))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
320,320,welches ist die hauptstadt von state_name,answer(capital(loc_2(stateid(state_name)))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
321,321,was ist die hauptstadt state_name,answer(capital(loc_2(stateid(state_name)))),1,"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('ε', 'loc_2'), ('state_name', 'stateid(state_name)')"
322,322,welches ist die hauptstadt von state_name,answer(capital(loc_2(stateid(state_name)))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
323,323,wie lautet die hauptstadt von state_name,answer(capital(loc_2(stateid(state_name)))),1,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
