ID,NL,MR,ALIGNMENT,MONOTONIC
201,quali sono i fiumi più grandi in texas,answer(longest(river(loc_2(stateid(texas))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('più', 'ε'), ('grandi', 'longest'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
202,quali sono le capitali degli stati che confinano con il texas,answer(capital(city(loc_2(state(next_to_2(stateid(texas))))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('capitali', 'capital'), ('ε', 'city'), ('degli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
203,quale è la capitale del texas,answer(capital(city(loc_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('ε', 'city'), ('del', 'loc_2'), ('texas', 'stateid(texas)')",1
204,quali sono le capitali degli stati che confinano con il missouri,answer(capital(loc_2(state(next_to_2(stateid(missouri)))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('capitali', 'capital'), ('degli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('missouri', 'stateid(missouri)')",1
205,quali sono le capitali degli stati che confinano con il texas,answer(capital(loc_2(state(next_to_2(stateid(texas)))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('capitali', 'capital'), ('degli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
206,quali sono le città in california,answer(city(loc_2(stateid(california)))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('in', 'loc_2'), ('california', 'stateid(california)')",1
207,quali sono le città in stati attraverso cui scorre il mississippi,answer(city(loc_2(state(traverse_1(riverid(mississippi)))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('in', 'loc_2'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
208,quali sono le città dello stato con il picco più alto,answer(city(loc_2(state(loc_1(highest(place(all))))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('picco', 'place(all)'), ('più', 'ε'), ('alto', 'highest')",0
209,quali sono i picchi più alti di tutti gli stati,answer(highest(place(loc_2(state(all))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('picchi', 'place'), ('più', 'ε'), ('alti', 'highest'), ('di', 'loc_2'), ('tutti', 'ε'), ('gli', 'ε'), ('stati', 'state(all)')",0
210,quali sono i picchi più alti degli stati intorno a mississippi,answer(highest(place(loc_2(state(next_to_2(stateid(mississippi))))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('picchi', 'place'), ('più', 'ε'), ('alti', 'highest'), ('degli', 'loc_2'), ('stati', 'state'), ('intorno', 'next_to_2'), ('a', 'ε'), ('mississippi', 'stateid(mississippi)')",0
211,quali sono i laghi negli stati che confinano con il texas,answer(lake(loc_2(state(next_to_2(stateid(texas)))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('laghi', 'lake'), ('negli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
212,quali sono le città più grandi negli stati che confinano con lo stato più grande,answer(largest(city(loc_2(state(next_to_2(largest(state(all)))))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('più', 'ε'), ('grandi', 'largest'), ('negli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
213,quali sono le grandi città in alabama,answer(major(city(loc_2(stateid(alabama))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('alabama', 'stateid(alabama)')",1
214,quali sono le grandi città in alaska,answer(major(city(loc_2(stateid(alaska))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)')",1
215,quali sono le grandi città in california,answer(major(city(loc_2(stateid(california))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('california', 'stateid(california)')",1
216,quali sono le grandi città in delaware,answer(major(city(loc_2(stateid(delaware))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('delaware', 'stateid(delaware)')",1
217,quali sono le grandi città in kansas,answer(major(city(loc_2(stateid(kansas))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('kansas', 'stateid(kansas)')",1
218,quali sono le grandi città in missouri,answer(major(city(loc_2(stateid(missouri))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('missouri', 'stateid(missouri)')",1
219,quali sono le grandi città in new mexico,answer(major(city(loc_2(stateid(new mexico))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",1
220,quali sono le grandi città in new york,answer(major(city(loc_2(stateid(new york))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",1
221,quali sono le grandi città in north carolina,answer(major(city(loc_2(stateid(north carolina))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('north', 'stateid(north carolina)'), ('carolina', 'ε')",1
222,quali sono le grandi città in ohio,answer(major(city(loc_2(stateid(ohio))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('ohio', 'stateid(ohio)')",1
223,quali sono le grandi città in oklahoma,answer(major(city(loc_2(stateid(oklahoma))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('oklahoma', 'stateid(oklahoma)')",1
224,quali sono le grandi città in rhode island,answer(major(city(loc_2(stateid(rhode island))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('rhode', 'stateid(rhode island)'), ('island', 'ε')",1
225,quali sono le grandi città negli stati attraverso i quali scorre il mississippi,answer(major(city(loc_2(state(traverse_1(riverid(mississippi))))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('negli', 'loc_2'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('i', 'ε'), ('quali', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
226,quali sono le grandi città in texas,answer(major(city(loc_2(stateid(texas))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
227,quali sono le grandi città nello stato più grande,answer(major(city(loc_2(largest(state(all)))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('nello', 'loc_2'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
228,quali sono le grandi città nello stato più piccolo in us,answer(major(city(loc_2(smallest(state(loc_2(countryid(usa)))))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('nello', 'loc_2'), ('stato', 'state'), ('più', 'ε'), ('piccolo', 'smallest'), ('in', 'loc_2'), ('us', 'countryid(usa)')",0
229,quali sono le grandi città nello stato della california,answer(major(city(loc_2(stateid(california))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('nello', 'loc_2'), ('stato', 'ε'), ('della', 'ε'), ('california', 'stateid(california)')",1
230,quali sono le grandi città negli stati attraverso i quali scorre il grande fiume in virginia,answer(major(city(loc_2(state(traverse_1(major(river(loc_2(stateid(virginia)))))))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('negli', 'loc_2'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('i', 'ε'), ('quali', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('grande', 'major'), ('fiume', 'river'), ('in', 'loc_2'), ('virginia', 'stateid(virginia)')",1
231,quali sono le grandi città in us,answer(major(city(loc_2(countryid(usa))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('us', 'countryid(usa)')",1
232,quali sono le grandi città in vermont,answer(major(city(loc_2(stateid(vermont))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('vermont', 'stateid(vermont)')",1
233,quali sono le grandi città in wyoming,answer(major(city(loc_2(stateid(wyoming))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('wyoming', 'stateid(wyoming)')",1
234,quali sono le grandi città del texas,answer(major(city(loc_2(stateid(texas))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('del', 'loc_2'), ('texas', 'stateid(texas)')",1
235,quali sono le grandi città in usa,answer(major(city(loc_2(countryid(usa))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
236,quali sono le grandi città in usa,answer(major(city(loc_2(countryid(usa))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
237,quali sono i grandi laghi in usa,answer(major(lake(loc_2(countryid(usa))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('grandi', 'major'), ('laghi', 'lake'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
238,quali sono i grandi laghi in ohio,answer(major(river(loc_2(stateid(ohio))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('grandi', 'major'), ('laghi', 'river'), ('in', 'loc_2'), ('ohio', 'stateid(ohio)')",1
239,quali sono i grandi fiumi in usa,answer(major(river(loc_2(countryid(usa))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('grandi', 'major'), ('fiumi', 'river'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
240,quali sono i nomi delle grandi città in illinois,answer(major(city(loc_2(stateid(illinois))))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('nomi', 'ε'), ('delle', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('illinois', 'stateid(illinois)')",1
241,quali sono gli stati vicini al michigan,answer(state(next_to_2(stateid(michigan)))),"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('vicini', 'next_to_2'), ('al', 'ε'), ('michigan', 'stateid(michigan)')",1
242,quali sono le densità di popolazione di ogni stato americano,answer(density_1(state(all))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('di', 'ε'), ('ogni', 'ε'), ('stato', 'state(all)'), ('americano', 'ε')",1
243,quale è la popolazione del mississippi,answer(population_1(stateid(mississippi))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('del', 'ε'), ('mississippi', 'stateid(mississippi)')",1
244,quale è la popolazione delle grandi città in montana,answer(population_1(major(city(loc_2(stateid(montana)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('delle', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
245,quale è la popolazione degli stati attraverso cui scorre il fiume mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
246,quale è la popolazione degli stati attraverso cui scorre il fiume mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
247,quale è la popolazione degli stati attraverso cui scorre il mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
248,quale è la popolazione degli stati attraverso cui scorre il mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
249,quale è la popolazione degli stati che confinano con il texas,answer(population_1(state(next_to_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
250,quale è la popolazione delle grandi città del texas,answer(population_1(major(city(loc_2(stateid(texas)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('delle', 'ε'), ('grandi', 'major'), ('città', 'city'), ('del', 'loc_2'), ('texas', 'stateid(texas)')",1
251,quale è la popolazione degli stati attraverso cui scorre il fiume mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
252,quale è la popolazione degli stati attraverso cui scorre il fiume mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
253,quale è la popolazione degli stati attraverso cui scorre il mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
254,quale è la popolazione degli stati attraverso cui scorre il mississippi,answer(population_1(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",1
255,quali sono i fiumi in alaska,answer(river(loc_2(stateid(alaska)))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)')",1
256,quali sono i fiumi nello stato dell indiana,answer(river(loc_2(stateid(indiana)))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('nello', 'loc_2'), ('stato', 'ε'), ('dell', 'ε'), ('indiana', 'stateid(indiana)')",1
257,quali sono i fiumi nello stato del texas,answer(river(loc_2(stateid(texas)))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('nello', 'loc_2'), ('stato', 'ε'), ('del', 'ε'), ('texas', 'stateid(texas)')",1
258,quali sono i fiumi in montana,answer(river(loc_2(stateid(montana)))),"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
259,quali sono gli stati,answer(state(all)),"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state(all)')",1
260,quali sono gli stati che confinano con lo stato con la popolazione più grande,answer(state(next_to_2(largest_one(population_1(state(all)))))),"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
261,quali sono gli stati attraverso cui scorre il potomac,answer(state(traverse_1(riverid(potomac)))),"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('potomac', 'riverid(potomac)')",1
262,quali sono gli stati attraverso cui scorre il fiume più lungo,answer(state(traverse_1(longest(river(all))))),"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest')",0
263,cosa puoi dirmi della popolazione del missouri,answer(population_1(stateid(missouri))),"('cosa', 'answer'), ('puoi', 'ε'), ('dirmi', 'ε'), ('della', 'ε'), ('popolazione', 'population_1'), ('del', 'ε'), ('missouri', 'stateid(missouri)')",1
264,quale capitale ha la popolazione più grande,answer(largest_one(population_1(capital(all)))),"('quale', 'answer'), ('capitale', 'capital(all)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
265,quale capitale è la più grande in usa,answer(largest(capital(loc_2(countryid(usa))))),"('quale', 'answer'), ('capitale', 'capital'), ('è', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
266,quali città si trovano in pennsylvania,answer(city(loc_2(stateid(pennsylvania)))),"('quali', 'answer'), ('città', 'city'), ('si', 'ε'), ('trovano', 'ε'), ('in', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",1
267,quali città in california,answer(city(loc_2(stateid(california)))),"('quali', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('california', 'stateid(california)')",1
268,quali città in texas hanno il numero più alto di cittadini,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('quali', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('texas', 'stateid(texas)'), ('hanno', 'ε'), ('il', 'ε'), ('numero', 'ε'), ('più', 'ε'), ('alto', 'largest_one'), ('di', 'ε'), ('cittadini', 'population_1')",0
269,quali città in texas hanno la popolazione più grande,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('quali', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('texas', 'stateid(texas)'), ('hanno', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
270,quale città ha la popolazione più grande,answer(largest_one(population_1(city(all)))),"('quale', 'answer'), ('città', 'city(all)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
271,quale città ha la popolazione più piccola,answer(smallest_one(population_1(city(all)))),"('quale', 'answer'), ('città', 'city(all)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('piccola', 'smallest_one')",0
272,quale città ha più abitanti,answer(largest_one(population_1(city(all)))),"('quale', 'answer'), ('città', 'city(all)'), ('ha', 'ε'), ('più', 'largest_one'), ('abitanti', 'population_1')",0
273,quale città in usa ha la densità di popolazione più elevata,answer(largest_one(density_1(city(loc_2(countryid(usa)))))),"('quale', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)'), ('ha', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('più', 'ε'), ('elevata', 'largest_one')",0
274,quale è la capitale dell iowa,answer(capital(loc_2(stateid(iowa)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dell', 'loc_2'), ('iowa', 'stateid(iowa)')",1
275,quale è la capitale dello stato con il punto più basso,answer(capital(loc_2(state(loc_1(lowest(place(all))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'ε'), ('il', 'loc_1'), ('punto', 'place(all)'), ('più', 'ε'), ('basso', 'lowest')",0
276,quale è la capitale più grande,answer(largest(capital(all))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital(all)'), ('più', 'ε'), ('grande', 'largest')",0
277,quale stato è adiacente allo stato della california,answer(state(next_to_2(stateid(california)))),"('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('adiacente', 'next_to_2'), ('allo', 'ε'), ('stato', 'ε'), ('della', 'ε'), ('california', 'stateid(california)')",1
278,quale è l area dell alaska,answer(area_1(stateid(alaska))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dell', 'ε'), ('alaska', 'stateid(alaska)')",1
279,quale è l area di tutti gli stati combinati,answer(sum(area_1(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('di', 'ε'), ('tutti', 'ε'), ('gli', 'ε'), ('stati', 'state(all)'), ('combinati', 'sum')",0
280,quale è l area della california,answer(area_1(stateid(california))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('della', 'ε'), ('california', 'stateid(california)')",1
281,quale è l area della florida,answer(area_1(stateid(florida))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('della', 'ε'), ('florida', 'stateid(florida)')",1
282,quale è l area dell idaho,answer(area_1(stateid(idaho))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dell', 'ε'), ('idaho', 'stateid(idaho)')",1
283,quale è l area del maine,answer(area_1(stateid(maine))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('maine', 'stateid(maine)')",1
284,quale è l area del maryland in chilometri quadrati,answer(area_1(stateid(maryland))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('maryland', 'stateid(maryland)'), ('in', 'ε'), ('chilometri', 'ε'), ('quadrati', 'ε')",1
285,quale è l area del new mexico,answer(area_1(stateid(new mexico))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",1
286,quale è l area dell ohio,answer(area_1(stateid(ohio))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dell', 'ε'), ('ohio', 'stateid(ohio)')",1
287,quale è l area di seattle,"answer(area_1(cityid(seattle, _)))","('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('di', 'ε'), ('seattle', 'cityid(seattle, _)')",1
288,quale è l area del south carolina,answer(area_1(stateid(south carolina))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('south', 'stateid(south carolina)'), ('carolina', 'ε')",1
289,quale è l area del texas,answer(area_1(stateid(texas))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('texas', 'stateid(texas)')",1
290,quale è l area dello stato più grande,answer(area_1(largest(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
291,quale è l area dello stato più piccolo,answer(area_1(smallest(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('piccolo', 'smallest')",0
292,quale è l area dello stato con capitale albany,"answer(area_1(state(loc_1(capital(cityid(albany, _))))))","('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('capitale', 'capital'), ('albany', 'cityid(albany, _)')",1
293,quale è l area dello stato con la più bassa densità di popolazione,answer(area_1(smallest_one(density_1(state(all))))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('più', 'ε'), ('bassa', 'smallest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')",0
294,quale è l area degli usa,answer(area_1(state(all))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('degli', 'ε'), ('usa', 'state(all)')",1
295,quale è l area dello stato del texas,answer(area_1(stateid(texas))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'ε'), ('del', 'ε'), ('texas', 'stateid(texas)')",1
296,quale è l area del wisconsin,answer(area_1(stateid(wisconsin))),"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('wisconsin', 'stateid(wisconsin)')",1
297,quale è la popolazione media per stato in us,answer(density_1(countryid(usa))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'ε'), ('media', 'density_1'), ('per', 'ε'), ('stato', 'ε'), ('in', 'ε'), ('us', 'countryid(usa)')",1
298,quale è la popolazione media per chilometro quadrato in pennsylvania,answer(density_1(stateid(pennsylvania))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'ε'), ('media', 'density_1'), ('per', 'ε'), ('chilometro', 'ε'), ('quadrato', 'ε'), ('in', 'ε'), ('pennsylvania', 'stateid(pennsylvania)')",1
