,ID,NL,MR,MONOTONIC,ALIGNMENT
203,203,quale è la capitale del state_name,answer(capital(city(loc_2(stateid(state_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('ε', 'city'), ('del', 'loc_2'), ('state_name', 'stateid(state_name)')"
204,204,quali sono le capitali degli stati che confinano con il state_name,answer(capital(loc_2(state(next_to_2(stateid(state_name)))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('capitali', 'capital'), ('degli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
205,205,quali sono le capitali degli stati che confinano con il state_name,answer(capital(loc_2(state(next_to_2(stateid(state_name)))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('capitali', 'capital'), ('degli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
206,206,quali sono le città in state_name,answer(city(loc_2(stateid(state_name)))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
207,207,quali sono le città in stati attraverso cui scorre il river_name,answer(city(loc_2(state(traverse_1(riverid(river_name)))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('in', 'loc_2'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
208,208,quali sono le città dello stato con il picco più alto,answer(city(loc_2(state(loc_1(highest(place(all))))))),0,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('picco', 'place(all)'), ('più', 'ε'), ('alto', 'highest')"
209,209,quali sono i picchi più alti di tutti gli stati,answer(highest(place(loc_2(state(all))))),0,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('picchi', 'place'), ('più', 'ε'), ('alti', 'highest'), ('di', 'loc_2'), ('tutti', 'ε'), ('gli', 'ε'), ('stati', 'state(all)')"
210,210,quali sono i picchi più alti degli stati intorno a state_name,answer(highest(place(loc_2(state(next_to_2(stateid(state_name))))))),0,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('picchi', 'place'), ('più', 'ε'), ('alti', 'highest'), ('degli', 'loc_2'), ('stati', 'state'), ('intorno', 'next_to_2'), ('a', 'ε'), ('state_name', 'stateid(state_name)')"
211,211,quali sono i laghi negli stati che confinano con il state_name,answer(lake(loc_2(state(next_to_2(stateid(state_name)))))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('laghi', 'lake'), ('negli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
212,212,quali sono le città più grandi negli stati che confinano con lo stato più grande,answer(largest(city(loc_2(state(next_to_2(largest(state(all)))))))),0,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('città', 'city'), ('più', 'ε'), ('grandi', 'largest'), ('negli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')"
213,213,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
214,214,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
215,215,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
216,216,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
217,217,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
218,218,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
219,219,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
220,220,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
221,221,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
222,222,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
223,223,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
224,224,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
225,225,quali sono le grandi città negli stati attraverso i quali scorre il river_name,answer(major(city(loc_2(state(traverse_1(riverid(river_name))))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('negli', 'loc_2'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('i', 'ε'), ('quali', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
226,226,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
227,227,quali sono le grandi città nello stato più grande,answer(major(city(loc_2(largest(state(all)))))),0,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('nello', 'loc_2'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')"
228,228,quali sono le grandi città nello stato più piccolo in us,answer(major(city(loc_2(smallest(state(loc_2(countryid(usa)))))))),0,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('nello', 'loc_2'), ('stato', 'state'), ('più', 'ε'), ('piccolo', 'smallest'), ('in', 'loc_2'), ('us', 'countryid(usa)')"
229,229,quali sono le grandi città nello stato della state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('nello', 'loc_2'), ('stato', 'ε'), ('della', 'ε'), ('state_name', 'stateid(state_name)')"
230,230,quali sono le grandi città negli stati attraverso i quali scorre il grande fiume in state_name,answer(major(city(loc_2(state(traverse_1(major(river(loc_2(stateid(state_name)))))))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('negli', 'loc_2'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('i', 'ε'), ('quali', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('grande', 'major'), ('fiume', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
231,231,quali sono le grandi città in us,answer(major(city(loc_2(countryid(usa))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('us', 'countryid(usa)')"
232,232,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
233,233,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
234,234,quali sono le grandi città del state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('del', 'loc_2'), ('state_name', 'stateid(state_name)')"
235,235,quali sono le grandi città in usa,answer(major(city(loc_2(countryid(usa))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
236,236,quali sono le grandi città in usa,answer(major(city(loc_2(countryid(usa))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
237,237,quali sono i grandi laghi in usa,answer(major(lake(loc_2(countryid(usa))))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('grandi', 'major'), ('laghi', 'lake'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
238,238,quali sono i grandi laghi in state_name,answer(major(river(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('grandi', 'major'), ('laghi', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
239,239,quali sono i grandi fiumi in usa,answer(major(river(loc_2(countryid(usa))))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('grandi', 'major'), ('fiumi', 'river'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
240,240,quali sono i nomi delle grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('nomi', 'ε'), ('delle', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
241,241,quali sono gli stati vicini al state_name,answer(state(next_to_2(stateid(state_name)))),1,"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('vicini', 'next_to_2'), ('al', 'ε'), ('state_name', 'stateid(state_name)')"
242,242,quali sono le densità di popolazione di ogni stato americano,answer(density_1(state(all))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('di', 'ε'), ('ogni', 'ε'), ('stato', 'state(all)'), ('americano', 'ε')"
243,243,quale è la popolazione del state_name,answer(population_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
244,244,quale è la popolazione delle grandi città in state_name,answer(population_1(major(city(loc_2(stateid(state_name)))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('delle', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
245,245,quale è la popolazione degli stati attraverso cui scorre il fiume river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
246,246,quale è la popolazione degli stati attraverso cui scorre il fiume river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
247,247,quale è la popolazione degli stati attraverso cui scorre il river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
248,248,quale è la popolazione degli stati attraverso cui scorre il river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
249,249,quale è la popolazione degli stati che confinano con il state_name,answer(population_1(state(next_to_2(stateid(state_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
250,250,quale è la popolazione delle grandi città del state_name,answer(population_1(major(city(loc_2(stateid(state_name)))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('delle', 'ε'), ('grandi', 'major'), ('città', 'city'), ('del', 'loc_2'), ('state_name', 'stateid(state_name)')"
251,251,quale è la popolazione degli stati attraverso cui scorre il fiume river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
252,252,quale è la popolazione degli stati attraverso cui scorre il fiume river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
253,253,quale è la popolazione degli stati attraverso cui scorre il river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
254,254,quale è la popolazione degli stati attraverso cui scorre il river_name,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('degli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
255,255,quali sono i fiumi in state_name,answer(river(loc_2(stateid(state_name)))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
256,256,quali sono i fiumi nello stato dell state_name,answer(river(loc_2(stateid(state_name)))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('nello', 'loc_2'), ('stato', 'ε'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
257,257,quali sono i fiumi nello stato del state_name,answer(river(loc_2(stateid(state_name)))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('nello', 'loc_2'), ('stato', 'ε'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
258,258,quali sono i fiumi in state_name,answer(river(loc_2(stateid(state_name)))),1,"('quali', 'answer'), ('sono', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
259,259,quali sono gli stati,answer(state(all)),1,"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state(all)')"
260,260,quali sono gli stati che confinano con lo stato con la popolazione più grande,answer(state(next_to_2(largest_one(population_1(state(all)))))),0,"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')"
261,261,quali sono gli stati attraverso cui scorre il river_name,answer(state(traverse_1(riverid(river_name)))),1,"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
262,262,quali sono gli stati attraverso cui scorre il fiume più lungo,answer(state(traverse_1(longest(river(all))))),0,"('quali', 'answer'), ('sono', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest')"
263,263,cosa puoi dirmi della popolazione del state_name,answer(population_1(stateid(state_name))),1,"('cosa', 'answer'), ('puoi', 'ε'), ('dirmi', 'ε'), ('della', 'ε'), ('popolazione', 'population_1'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
264,264,quale capitale ha la popolazione più grande,answer(largest_one(population_1(capital(all)))),0,"('quale', 'answer'), ('capitale', 'capital(all)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')"
265,265,quale capitale è la più grande in usa,answer(largest(capital(loc_2(countryid(usa))))),0,"('quale', 'answer'), ('capitale', 'capital'), ('è', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
266,266,quali città si trovano in state_name,answer(city(loc_2(stateid(state_name)))),1,"('quali', 'answer'), ('città', 'city'), ('si', 'ε'), ('trovano', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
267,267,quali città in state_name,answer(city(loc_2(stateid(state_name)))),1,"('quali', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
268,268,quali città in state_name hanno il numero più alto di cittadini,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('quali', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('hanno', 'ε'), ('il', 'ε'), ('numero', 'ε'), ('più', 'ε'), ('alto', 'largest_one'), ('di', 'ε'), ('cittadini', 'population_1')"
269,269,quali città in state_name hanno la popolazione più grande,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('quali', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('hanno', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')"
270,270,quale città ha la popolazione più grande,answer(largest_one(population_1(city(all)))),0,"('quale', 'answer'), ('città', 'city(all)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')"
271,271,quale città ha la popolazione più piccola,answer(smallest_one(population_1(city(all)))),0,"('quale', 'answer'), ('città', 'city(all)'), ('ha', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('piccola', 'smallest_one')"
272,272,quale città ha più abitanti,answer(largest_one(population_1(city(all)))),0,"('quale', 'answer'), ('città', 'city(all)'), ('ha', 'ε'), ('più', 'largest_one'), ('abitanti', 'population_1')"
273,273,quale città in usa ha la densità di popolazione più elevata,answer(largest_one(density_1(city(loc_2(countryid(usa)))))),0,"('quale', 'answer'), ('città', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)'), ('ha', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('più', 'ε'), ('elevata', 'largest_one')"
274,274,quale è la capitale dell state_name,answer(capital(loc_2(stateid(state_name)))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dell', 'loc_2'), ('state_name', 'stateid(state_name)')"
275,275,quale è la capitale dello stato con il punto più basso,answer(capital(loc_2(state(loc_1(lowest(place(all))))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'ε'), ('il', 'loc_1'), ('punto', 'place(all)'), ('più', 'ε'), ('basso', 'lowest')"
276,276,quale è la capitale più grande,answer(largest(capital(all))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital(all)'), ('più', 'ε'), ('grande', 'largest')"
277,277,quale stato è adiacente allo stato della state_name,answer(state(next_to_2(stateid(state_name)))),1,"('quale', 'answer'), ('stato', 'state'), ('è', 'ε'), ('adiacente', 'next_to_2'), ('allo', 'ε'), ('stato', 'ε'), ('della', 'ε'), ('state_name', 'stateid(state_name)')"
278,278,quale è l area dell state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
279,279,quale è l area di tutti gli stati combinati,answer(sum(area_1(state(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('di', 'ε'), ('tutti', 'ε'), ('gli', 'ε'), ('stati', 'state(all)'), ('combinati', 'sum')"
280,280,quale è l area della state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('della', 'ε'), ('state_name', 'stateid(state_name)')"
281,281,quale è l area della state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('della', 'ε'), ('state_name', 'stateid(state_name)')"
282,282,quale è l area dell state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
283,283,quale è l area del state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
284,284,quale è l area del state_name in chilometri quadrati,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('state_name', 'stateid(state_name)'), ('in', 'ε'), ('chilometri', 'ε'), ('quadrati', 'ε')"
285,285,quale è l area del state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
286,286,quale è l area dell state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
287,287,quale è l area di city_name,"answer(area_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, _)')"
288,288,quale è l area del state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
289,289,quale è l area del state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
290,290,quale è l area dello stato più grande,answer(area_1(largest(state(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')"
291,291,quale è l area dello stato più piccolo,answer(area_1(smallest(state(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('piccolo', 'smallest')"
292,292,quale è l area dello stato con capitale city_name,"answer(area_1(state(loc_1(capital(cityid(city_name, _))))))",1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('capitale', 'capital'), ('city_name', 'cityid(city_name, _)')"
293,293,quale è l area dello stato con la più bassa densità di popolazione,answer(area_1(smallest_one(density_1(state(all))))),0,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('più', 'ε'), ('bassa', 'smallest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')"
294,294,quale è l area degli usa,answer(area_1(state(all))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('degli', 'ε'), ('usa', 'state(all)')"
295,295,quale è l area dello stato del state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('dello', 'ε'), ('stato', 'ε'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
296,296,quale è l area del state_name,answer(area_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('l', 'ε'), ('area', 'area_1'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
297,297,quale è la popolazione media per stato in us,answer(density_1(countryid(usa))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'ε'), ('media', 'density_1'), ('per', 'ε'), ('stato', 'ε'), ('in', 'ε'), ('us', 'countryid(usa)')"
298,298,quale è la popolazione media per chilometro quadrato in state_name,answer(density_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'ε'), ('media', 'density_1'), ('per', 'ε'), ('chilometro', 'ε'), ('quadrato', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
