,ID,NL,MR,MONOTONIC,ALIGNMENT
239,239,what are the major rivers in the us,answer(major(river(loc_2(countryid(usa))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('major', 'major'), ('rivers', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
240,240,what are the names of the major cities in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('names', 'ε'), ('of', 'ε'), ('the', 'ε'), ('major', 'major'), ('cities', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
241,241,what are the neighboring states for state_name,answer(state(next_to_2(stateid(state_name)))),0,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('neighboring', 'next_to_2'), ('states', 'state'), ('for', 'ε'), ('state_name', 'stateid(state_name)')"
242,242,what are the population densities of each us state,answer(density_1(state(all))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('population', 'ε'), ('densities', 'density_1'), ('of', 'ε'), ('each', 'ε'), ('us', 'ε'), ('state', 'state(all)')"
243,243,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
244,244,what are the populations of all the major cities in state_name,answer(population_1(major(city(loc_2(stateid(state_name)))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('all', 'ε'), ('the', 'ε'), ('major', 'major'), ('cities', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
245,245,what are the populations of states through which the river_name river runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε'), ('runs', 'ε')"
246,246,what are the populations of states through which the river_name river runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε'), ('runs', 'ε')"
247,247,what are the populations of states through which the river_name runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('runs', 'ε')"
248,248,what are the populations of states through which the river_name runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('runs', 'ε')"
249,249,what are the populations of states which border state_name,answer(population_1(state(next_to_2(stateid(state_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('states', 'state'), ('which', 'ε'), ('border', 'next_to_2'), ('state_name', 'stateid(state_name)')"
250,250,what are the populations of the major cities of state_name,answer(population_1(major(city(loc_2(stateid(state_name)))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('the', 'ε'), ('major', 'major'), ('cities', 'city'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
251,251,what are the populations of the states through which the river_name river runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('the', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε'), ('runs', 'ε')"
252,252,what are the populations of the states through which the river_name river runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('the', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε'), ('runs', 'ε')"
253,253,what are the populations of the states through which the river_name runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('the', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('runs', 'ε')"
254,254,what are the populations of the states through which the river_name runs,answer(population_1(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('populations', 'population_1'), ('of', 'ε'), ('the', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('runs', 'ε')"
255,255,what are the rivers in state_name,answer(river(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('rivers', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
256,256,what are the rivers in the state of state_name,answer(river(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('rivers', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'ε'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
257,257,what are the rivers in the state of state_name,answer(river(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('rivers', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'ε'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
258,258,what are the rivers of state_name,answer(river(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('rivers', 'river'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
259,259,what are the states,answer(state(all)),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('states', 'state(all)')"
260,260,what are the states that border the state with the greatest population,answer(state(next_to_2(largest_one(population_1(state(all)))))),0,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('greatest', 'largest_one'), ('population', 'population_1')"
261,261,what are the states that the river_name runs through,answer(state(traverse_1(riverid(river_name)))),0,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('runs', 'traverse_1'), ('through', 'ε')"
262,262,what are the states through which the longest river runs,answer(state(traverse_1(longest(river(all))))),1,"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river(all)'), ('runs', 'ε')"
263,263,what can you tell me about the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('can', 'ε'), ('you', 'ε'), ('tell', 'ε'), ('me', 'ε'), ('about', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
264,264,what capital has the largest population,answer(largest_one(population_1(capital(all)))),0,"('what', 'answer'), ('capital', 'capital(all)'), ('has', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')"
265,265,what capital is the largest in the us,answer(largest(capital(loc_2(countryid(usa))))),0,"('what', 'answer'), ('capital', 'capital'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
266,266,what cities are located in state_name,answer(city(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('cities', 'city'), ('are', 'ε'), ('located', 'loc_2'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
267,267,what cities in state_name,answer(city(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('cities', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
268,268,what cities in state_name have the highest number of citizens,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('what', 'answer'), ('cities', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('have', 'ε'), ('the', 'ε'), ('highest', 'largest_one'), ('number', 'ε'), ('of', 'ε'), ('citizens', 'population_1')"
269,269,what cities in state_name have the highest populations,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('what', 'answer'), ('cities', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('have', 'ε'), ('the', 'ε'), ('highest', 'largest_one'), ('populations', 'population_1')"
270,270,what city has the largest population,answer(largest_one(population_1(city(all)))),0,"('what', 'answer'), ('city', 'city(all)'), ('has', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')"
271,271,what city has the least population,answer(smallest_one(population_1(city(all)))),0,"('what', 'answer'), ('city', 'city(all)'), ('has', 'ε'), ('the', 'ε'), ('least', 'smallest_one'), ('population', 'population_1')"
272,272,what city has the most people,answer(largest_one(population_1(city(all)))),0,"('what', 'answer'), ('city', 'city(all)'), ('has', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('people', 'population_1')"
273,273,what city in the united states has the highest population density,answer(largest_one(density_1(city(loc_2(countryid(usa)))))),0,"('what', 'answer'), ('city', 'city'), ('in', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε'), ('has', 'ε'), ('the', 'ε'), ('highest', 'largest_one'), ('population', 'ε'), ('density', 'density_1')"
274,274,what is capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
275,275,what is capital of the state with the lowest point,answer(capital(loc_2(state(loc_1(lowest(place(all))))))),1,"('what', 'answer'), ('is', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('lowest', 'lowest')"
276,276,what is largest capital,answer(largest(capital(all))),1,"('what', 'answer'), ('ε', 'largest'), ('is', 'ε'), ('largest', 'ε'), ('capital', 'capital(all)')"
277,277,what is the adjacent state of state_name,answer(state(next_to_2(stateid(state_name)))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('adjacent', 'next_to_2'), ('state', 'state'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
278,278,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
279,279,what is the area of all the states combined,answer(sum(area_1(state(all)))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('all', 'ε'), ('the', 'ε'), ('states', 'state(all)'), ('combined', 'sum')"
280,280,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
281,281,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
282,282,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
283,283,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
284,284,what is the area of state_name in square kilometers,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)'), ('in', 'ε'), ('square', 'ε'), ('kilometers', 'ε')"
285,285,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
286,286,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
287,287,what is the area of city_name,"answer(area_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
288,288,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
289,289,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
290,290,what is the area of the largest state,answer(area_1(largest(state(all)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')"
291,291,what is the area of the smallest state,answer(area_1(smallest(state(all)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state(all)')"
292,292,what is the area of the state with the capital city_name,"answer(area_1(state(loc_1(capital(cityid(city_name, _))))))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('capital', 'capital'), ('city_name', 'cityid(city_name, _)')"
293,293,what is the area of the state with the smallest population density,answer(area_1(smallest_one(density_1(state(all))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('smallest', 'smallest_one'), ('population', 'ε'), ('density', 'density_1')"
294,294,what is the area of the states,answer(area_1(state(all))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('the', 'ε'), ('states', 'state(all)')"
295,295,what is the area of the state_name state,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('the', 'ε'), ('state_name', 'stateid(state_name)'), ('state', 'ε')"
296,296,what is the area of state_name,answer(area_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('area', 'area_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
297,297,what is the average population of the us by state,answer(density_1(countryid(usa))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('average', 'ε'), ('population', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('us', 'countryid(usa)'), ('by', 'ε'), ('state', 'ε')"
298,298,what is the average population per square km in state_name,answer(density_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('average', 'ε'), ('population', 'density_1'), ('per', 'ε'), ('square', 'ε'), ('km', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
299,299,what is the average population per square km in the us,answer(density_1(countryid(usa))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('average', 'ε'), ('population', 'density_1'), ('per', 'ε'), ('square', 'ε'), ('km', 'ε'), ('in', 'ε'), ('the', 'ε'), ('us', 'countryid(usa)')"
300,300,what is the biggest american city in a state with a river,answer(largest(city(loc_2(state(loc_1(river(all))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('american', 'ε'), ('city', 'city'), ('in', 'loc_2'), ('a', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('a', 'ε'), ('river', 'river(all)')"
301,301,what is the biggest capital city in the us,answer(largest(capital(city(loc_2(countryid(usa)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('capital', 'capital'), ('city', 'city'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
302,302,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
303,303,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
304,304,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
305,305,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
306,306,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
307,307,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
308,308,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
309,309,what is the biggest city in the smallest state,answer(largest(city(loc_2(smallest(state(all)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state(all)')"
310,310,what is the biggest city in the us,answer(largest(city(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
311,311,what is the biggest city in the usa,answer(largest(city(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')"
312,312,what is the biggest city in usa,answer(largest(city(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
313,313,what is the biggest city in state_name,answer(largest(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
314,314,what is the biggest river in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
315,315,what is the biggest state,answer(largest(state(all))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('state', 'state(all)')"
316,316,what is the biggest state in continental us,answer(largest(state(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('state', 'state'), ('in', 'loc_2'), ('continental', 'ε'), ('us', 'countryid(usa)')"
317,317,what is the biggest state in the usa,answer(largest(state(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('biggest', 'largest'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')"
318,318,what is the capital city of the largest state in the us,answer(capital(city(loc_2(largest(state(loc_2(countryid(usa)))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('city', 'city'), ('of', 'loc_2'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
319,319,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
320,320,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
321,321,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
322,322,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
323,323,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
324,324,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
325,325,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
326,326,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
327,327,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
328,328,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
329,329,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
330,330,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
331,331,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
332,332,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
333,333,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
334,334,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
335,335,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
336,336,what is the capital of states that have cities named city_name,"answer(capital(loc_2(state(loc_1(city(cityid(city_name, _)))))))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('states', 'state'), ('that', 'ε'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('city_name', 'cityid(city_name, _)')"
337,337,what is the capital of state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
338,338,what is the capital of the state_name state,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('state_name', 'stateid(state_name)'), ('state', 'ε')"
339,339,what is the capital of the state_name state,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('state_name', 'stateid(state_name)'), ('state', 'ε')"
340,340,what is the capital of the largest state,answer(capital(loc_2(largest(state(all))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')"
341,341,what is the capital of the smallest state,answer(capital(loc_2(smallest(state(all))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state(all)')"
342,342,what is the capital of the state state_name,answer(capital(loc_2(stateid(state_name)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'ε'), ('state_name', 'stateid(state_name)')"
343,343,what is the capital of the state that borders the most states,answer(capital(loc_2(most(state(next_to_2(state(all))))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')"
344,344,what is the capital of the state that borders the state that borders state_name,answer(capital(loc_2(state(next_to_2(state(next_to_2(stateid(state_name)))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('state_name', 'stateid(state_name)')"
345,345,what is the capital of the state with the highest elevation,answer(capital(loc_2(state(loc_1(highest(place(all))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('capital', 'capital'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('highest', 'highest'), ('elevation', 'place(all)')"
